authorName,createTime,introduce,playTimes,songSheet,tags
Xxxtentacion,2017-10-27,Rap即说唱乐，说唱乐的起源可追溯到黑人音乐根源中吟咏的段落,488102,『Hip Hop街区』真正来自街头的RAP,"英语,嘻哈"
默笙,2018-01-19,终于放假了，但随之而来的还有一大堆作业，不用烦恼，先让跃动电,1628313,寒假作业走开！让跃动电子放空自我,"英语,电子"
小叮当,2017-10-30,本歌单收集了凯文·史派西出演的电影、电视剧以及执导的电影的原,55094,奥斯卡影帝凯文·史派西的影视作品原声合集,影视
bad boy,2017-10-30,#每个人都有一些被迫舍弃的东西  昨天的某个遗憾  今天越来,6159620,昨日的某个遗憾，今天却越来越难以释怀,"流行,经典,伤感"
bad boy,2018-01-22,一个背包，一个滑板，一首歌，一个人的青春！,122169,滑板少女：放荡不羁的青春是我的生活,"电子,背景音乐"
Bacardii,2016-12-30,下榻山麓边，<br>惯看春来花枝展。<br>樱瓣飘飘然。<b,1155095,[和风电音] 感受电子节奏中的传统风韵,"电子,日语"
爱听歌的兽哥,2017-10-30,更新至10.31&#160;心路历程很艰难，因为从月头就开始,1752988,节奏飞起！十月最新电音精选,"英语,电子,快乐"
DJ顾念晨,2017-12-28,我信了你的邪！<br>宇航员听这些歌在太空漫步我估计他现在应,934980,基本操作！宇航员们听这些歌在太空漫步,"英语,快乐,跳舞"
鹿尔,2017-06-17,     其实一开始找五十位欧美90后女歌手我以为会很简单，,4540387,50位90后欧美女歌手，你最爱谁？,"英语,流行"
Boom !,2017-01-06,说实话，我也不喜欢听死亡金属，不过既然研究了，做起来算是给大,451855,死亡金属｜狂野不羁，显我本性,"英语,摇滚,宣泄"
独唱空城计,2017-01-18,方文山，亚洲流行天王周杰伦的御用金牌作词人，我心目中的“词圣,5530738,论中国风，我只服方文山,中国风
毕业雨季,2018-01-10,各位看官，强烈推荐90后成长道路上的英文旋律，本单精选了50,633143,【回忆殇】90后成长道路上的英文旋律,"英语,流行,思念"
K先生的猫,2018-01-10,永远在奔跑的村上春树，除了文字之外，跑步其实也是村上春树的一,507480,村上春树推荐的跑步歌单,"英语,运动"
风少,2018-01-17,套路满天飞的世界，对于耿直BOY可难了，只有请听此歌单，吸取,754463,套路世界，耿直BOY听了这歌也学会撩妹,"国语,流行"
二七,2017-06-16,你走散 我呼喊 是谁在泛泛而谈<br>任由着 你来了 你笑了,3971600,华语 | 没有你的港口，风吹都是难受,"伤感,国语"
陈小苏,2018-01-24,本来只是蛋蛋恶搞约炮渣男的视频，结果一首《离人》唱完，贝拉拉,105265,《离人》：土木三班陈同学不考虑下出道吗？,"国语,流行,甜蜜"
暗黑精灵,2018-01-12,“吊车尾的，秋名山见吧”,863108,“见到我车尾再说吧” | 头文字D,"开车,背景音乐,宣泄"
爱布鲁斯的南方人,2017-08-02,蓝调（Blues，又音译为布鲁斯）是一种基于五声音阶的声乐和,756614,布鲁斯 | 百位音乐人，一人一首代表作,蓝调
HOPE-T,2017-12-28,QQ飞车手游上线啦，制作了一张适合赛车游戏BGM的歌单，欢迎,684560,【QQ飞车手游】再一次，体验速度与激情,"电子,背景音乐,开车"
默笙,2017-12-13,Our Last Night歌曲全收录<br>希望会有更多人,88559,Our Last Night：我崩溃时的压力分解器,"英语,摇滚"
Mr.赵,2016-12-05,个人划时代作品，给你做最好的音乐。<br>温馨提醒:请带上耳,618122,『电子』迷幻粒子穿梭于脑,电子
甜嗑、,2018-01-08,也许你不懂，也许你不明白， 为什么我们这么爱二次元；虽然很虚,692743,『ACG』俏皮可爱的小甜嗓 难以驾驭的少女心,"日语,ACG,UP主"
陈逸,2017-02-24,人生，总会有不期而遇的温暖，和生生不息的希望。时过境迁之后，,9890284,华语：深情如你，感谢曾经的不期而遇,"国语,流行,治愈"
           私に闻いて风i,2017-09-22,和风音乐：<br>和风音乐，顾名思义，是带有日本传统特色的音,721482,快把我的和服拿来！老夫要高亢一曲和风,"日语,ACG"
三剑客,2018-01-23,《偶像练习生》作为18年选秀的开年大戏，赚足了流量和关注，还,773960,《偶像练习生》: 阿姨粉的男团养成之路,"流行,励志"
乌龙茶,2016-07-21,厌倦了现代生活的纷繁和嘈杂？听些舒缓唯美的纯音乐吧，重新让自,3645305,远离喧嚣：30首唯美纯音乐精选,"轻音乐,安静"
ChaCha,2018-01-19,一年一度的公司年会，希望今年能抽到大奖！精选的大热的欧美歌曲,797573,气氛飙升！互联网公司年会必备热曲,"英语,流行,派对"
冷门单曲酱,2018-01-20,当时我正在LOL，豹女上单，和刀妹对线，我给了刀妹一个碘盐，,149448,打发停电时光：摆脱无聊的治愈系,"日语,治愈"
Mandy,2016-11-22,小清新的嗓音伴随着吉他的伴奏，从吉他前奏到开嗓，每个环节都好,812643,韩式小清新嗓音和吉他的完美配合,乐器
LoVe,2017-11-13,封面的美感往往也会影响到一首歌的品质，这些电子乐大饱眼福的封,610626,VR即视感｜出神入化的视觉系封面电子,"电子,英语"
浅岛先生,2017-06-22,汉语中的“伶”，说得通俗一点就是艺人。在古代的中国，“伶”无,379812,爵士名伶|裹着香甜的优雅嗓子,"英语,爵士"
DJ顾念晨,2017-10-16,我知道你们都单身！不过没关系，学会这些歌，就连一天从早到晚只,1142336,工作狂听了都想恋爱的韩式表白情歌,"韩语,甜蜜,情歌"
喜欢吃钙片,2018-01-12,想起来，以前看的林正英的僵尸电影，可以说简直被吓尿了，应该说,154014,千万不要听！小时候吓哭人的香港鬼片,"粤语,国语,影视"
小叮当,2016-07-18,民谣音乐的闲适安静，是人们所钟爱的。这20首歌更是欧美民谣中,1641517,悠然悦耳：20首欧美民谣清新之作,"英语,民谣"
DesTiny,2018-01-18,挑选了100首纯音<br>这些歌听了之后能让你瞬间静下心来，,3875428,睡个好觉！百首安静纯音助你入眠,"轻音乐,睡前,安静"
食肉少女,2018-01-19,大卫·林奇，美国电影和电视导演、编剧、制片人、作曲家和摄影家,40314,走进大卫·林奇电影音乐的虚构梦境,影视
猪仔,2017-01-17,杰伦新歌《等你下课》已添加到歌单！！<br>杰伦啊，等你出新,7446186,《等你下课》| 杰伦啊终于等到你的歌了！,"国语,流行"
念安娜,2018-01-18,三年二班，海瑟薇同学！<br>你老爸周杰伦，<br>带了一杯,544746,你的青春住了谁？听完这首歌回到18岁,"校园,情歌,流行"
懒洋洋,2018-01-09,民谣带给我种种思念，也能治愈我不知的伤痛。让这些民谣带着你的,1312519,欧美民谣：静静聆听里面藏匿的故事,"民谣,英语"
还不是因为你长得不好看,2018-01-18,此单献给正在心情不好，烦躁不安的人们！<br>民谣不只是孤独,87205,民谣如时间的沙漏，洗净了尘世的铅华,"国语,民谣"
爱唱歌的小小风,2017-10-24,一开始看到高孝周的长板Dancing，真的一个女生都被吸引得,2420210,刷街必备：长板Dancing清新向BGM,"运动,流行,快乐"
动漫联盟大家庭,2018-01-16,新年新气象，我们迎来了2018年1月新番动漫歌曲的时间，感谢,142257,2018年1月新番歌曲集,"ACG,日语"
D.Va,2018-01-16,摸着良心保证，听完这250首纯电音我一定戒了抖腿！<br>如,459559,向医生保证：听完250首纯电就戒了抖腿,电子
冷门单曲酱,2017-04-20,樱花清酒饮 旧事故人归<br>东瀛日和寻 悠哉欢哉兮<br>,1055190,东瀛日和：樱花清酒饮 旧事故人归,日语
默笙,2018-01-09,精选轻电子<br><br>轻松优美的旋律，让你耳目一新。很适,131159,寒冷撤离！冬日温暖心窝的优美纯电,"电子,安静"
           私に闻いて风i,2018-01-18,这一期给大家分享的是电音，<br>emmm.....放寒假了,1076997,放寒假哪里好了，我滴作业丝毫没有动,电子
焦糖玛奇朵,2018-01-11,廿四味（24herbs）是于2006年成立的一队香港Hip&,67854,廿四味：距哋噶RAP有24种味道,"粤语,英语,嘻哈"
出色的男人,2017-12-13,西部电影我们看过很多，牛仔头戴宽沿帽，手拿左轮枪在牧场驰骋。,585373,荷尔蒙涌出！开车必备的西部蓝调,"英语,蓝调,开车"
我是爱悦风的听风,2018-01-14,Chillstep是一种由dubstep轨道分离出来，悦耳、,104354,chillstep | 微信星轨小游戏专属配乐,"背景音乐,快乐,电子"
肥喵,2017-08-03,对于这种类型的歌，评价一般都是两级分化，喜欢的很喜欢，讨厌的,110417,和风傀儡歌谣：妖风四起，飘绽奈落河底,日语
秋水浮萍任飘渺,2017-10-28,儿时记忆，回忆银幕武侠经典，唤起你心中的武侠梦,4040003,银幕经典 | 重燃武侠梦，执剑江湖,"国语,影视,粤语"
吢,2018-01-04,世界百大音乐精选一小时左右歌曲，警告：请关闭移动网络聆听！！,77286,不用去电音节：超长电音一首就够了！,电子
霜泧,2018-01-16,冷香萦遍红桥梦，<br>梦觉城笳。<br>月上桃花，<br>,348457,古风纯音 | 暗损韶华 一缕茶烟透碧纱,"轻音乐,古风,中国传统"
歌单狂魔,2018-01-09,2017年QQ音乐站内播放量排名前50的华语流行都在这里！<,20649271,2017年度华语播放量 Top 50,"国语,流行,经典"
纯真，傻的可笑,2018-01-15,本歌单收录几首励志的英文BGM，你是否在黑暗角落瑟瑟发抖的影,1211997,焦虑症滚开! 励志英文给我的一缕暖阳,"英语,励志"
弓长,2018-01-17,陈叔，生日快乐！1月18日是民谣歌手陈鸿宇的生日，希望新的一,343384,一如年少模样：陈鸿宇自作曲集,"国语,流行"
刹那微蓝,2018-01-14,Gaon排行榜是第一个由韩国官方承认的音乐销量排行榜。歌单收,379179,韩语 | 2017年Gaon年榜TOP 100,"韩语,流行"
ЭннИ,2018-01-09,今天周末，<br>下雪啦，<br>哪也不想去，<br>多想抱,179158,猫奴的日常，我和我的猫都很想你,"英语,安静,治愈"
蘑菇,2017-12-26,很多藏匿在韩剧里的好歌曲等着我们去发现，蘑菇整理了一份韩剧冷,480818,冷门戳心韩剧OST：爱你是件辛苦事,"韩语,伤感,影视"
蘑菇,2017-12-26,“小宝贝，你好，很高兴能成为你的爸爸妈妈。<br>我把爱你的,104991,明星唱给孩子的歌：你是上天的恩赐,"国语,治愈"
中午不睡觉,2018-01-10,上世纪九十年代末成立的粉红A名字来源于香港著名的塑胶品牌“红,62251,粉红A：香港本地姜的「 粉色幽默 」,"粤语,流行"
生如夏花,2018-01-09,遥想三世轮回，梦蝶重生，恰逢君去未归，透骨相思成空。为此时夜,495334,『致郁古风』画情透骨，奈何成空,"国语,古风,寂寞"
何何,2017-08-16,语文作业标配：阅读两本名著并完成两篇不少于800字的读书报告,1212334,语文老师推荐的必读书单,"流行,学习"
天天,2018-01-15,真是什么都不怕，就怕Rapper说情话！不管是8000还是短,1406336,《BINGBIAN病变》| Rapper是如何撩妹的？,"国语,嘻哈"
虛榮少女,2018-01-06,结束考研？告别考试周？是不是突然感觉空虚？卸下重负本应该很舒,262250,假期综合症？来一个补脑全程班！,"韩语,流行"
随风,2017-12-05,这是今年读的第一本村上的书，以前觉得他们都很特别，其实是不理,108607,生命中的小确幸 |《挪威的森林》音乐合集,"影视,咖啡馆"
LoVe,2018-01-15,yoyoyo～动次打次～<br>嘻哈配电子，虽然烫手但爱不释,816630,嘻哈带电：新玩法就是要烫手才有范儿,"英语,电子,嘻哈"
涩涩的大棕熊,2018-01-16,再别康桥<br>轻轻的我走了，<br>正如我轻轻的来；<br,181723,徐志摩：笔下康桥，是深埋乱世中的梦境,"轻音乐,思念,睡前"
           私に闻いて风i,2018-01-05,这一期给大家带来的还是日语。<br>这一期的日语是比较安静的,1737680,晚安日语：希望每天醒来都能看见你,"日语,治愈,睡前"
歌单狂魔,2018-01-09,2017年QQ音乐站内播放量排名前50的韩语流行都在这里！<,2768041,2017年度韩语播放量 Top 50,"韩语,流行,经典"
风少,2018-01-08,每次听到这首歌，都会将我带入一种新的心境，那些年轻时的理想，,522218,独立民谣：世间纷扰，唯我心静如止水,"民谣,旅行"
蘑菇,2018-01-15,耳熟能详的旋律，打动人心的歌词。我们循环着同一首歌，我不认识,1408305,戳心女声：下次见你，谈笑风声不动情,"国语,经典,情歌"
小叮当,2018-01-11,最近看新闻，听说某高校寒假放假近90天？！天呐...羡慕嫉妒,578199,好想念上课！放假写点寒假作业抒发思念,"轻音乐,学习,治愈"
這里的黎明靜悄悄,2018-01-16,在新的一年里听一听新歌，正所谓新年新气象。强力推荐几首最新的,80019,别致电子体验 | Deep House 的迷幻色彩,"英语,电子,DJ"
鹿尔,2018-01-10,其实真的爱，不一定会在一起，我们都在追随一个影子，他/她不会,267328,干了民谣这碗酒，从此往事随风而逝,"民谣,安静,学习"
小叮当,2018-01-10,不管是城市街道，还是山野赛道，都有着我的身影！油门踩到底，把,1128263,漂移速成班！《狂野飙车8》原声集,"英语,背景音乐,宣泄"
风吹草地,2017-11-03,暗潮是一种起源于后朋克和新浪潮的音乐风格，最早产生于70年代,403302,孤独与冰冷的极致 | 暗潮Dark Wave,"摇滚,寂寞"
歌单狂魔,2018-01-08,2017年QQ音乐站内播放量排名前50的日语流行都在这里！<,1459709,2017年度日语播放量 Top 50,"日语,流行,经典"
念安娜,2018-01-04,你看过巴黎铁塔，沧桑又孤独，于是默默接受人来人往的喧嚣；<b,1366846,一首关于爱情的歌！愿无岁月可回首,"情歌,治愈,思念"
DJ顾念晨,2017-10-10,不管是哪个年龄段，人生中你必定要碰到一两个大型或者小型的晚会,2053947,校园晚会必学：唱会这些歌不成歌神算我输,"流行,校园"
DJ顾念晨,2018-01-09,请按顺序播放！！歌曲顺序有意调整过<br>轻快不单调，清新自,1297525,今晚加班！喝咖啡能比听这张歌单管用？,"英语,流行,工作"
生如夏花,2018-01-09,念去去千里烟波，临水照花，满江色调，湘桥故梦：又逢夜月杏花天,485667,『写意古风』 十里烟波，一帘故梦,"国语,古风,安静"
蘑菇,2017-12-18,夜深了，有故事的人难免变得矫情起来，有喜欢读故事的主播，可以,414281,主播福利！电台里暖茶般的舒缓BGM,"英语,轻音乐,背景音乐"
毕业雨季,2018-01-02,2018你好，步入新的一年回望2017去年台湾歌坛给我门带来,114413,【实力打榜】2017台湾幽浮榜精选,"国语,流行"
DesTiny,2017-05-11,负一百度又如何？这些歌听起来暖暖的！喜欢收藏，不喜勿喷，我心,1626526,－100℃又如何，温柔韩系暖你心窝,"韩语,流行"
南极光,2017-11-28,这些新古典乐曲，优雅的钢琴声，配合如泣如诉的小提琴，仿佛进入,545807,催眠向：钢琴搭配小提琴的新古典,"古典,乐器,安静"
歌单狂魔,2018-01-09,2017年QQ音乐站内评论数排名前50的单曲。<br><br,12417308,2017年度热评单曲 Top 50,"流行,经典,治愈"
还不是因为你长得不好看,2018-01-11,天天被父母催着去相亲，相亲真的可怕吗？当然不是了，主要是你没,123385,保证完成任务！相亲时提升自信心BGM,"英语,电子"
刹那微蓝,2018-01-08,2017年，韩综《PRODUCE&#160;101第二季》，,127380,盘点 | 2017年出道人气韩团全收录,"韩语,流行"
念葳蕊,2017-12-09,你有多久<br>没有被紧紧地抱过了？<br><br>拥抱<b,340597,民谣：让我抱抱，你那无人知晓的孤独,"民谣,快乐,旅行"
念安娜,2018-01-10,2017年，关于陈鸿宇，关于安子与九妹，我都不知道我把他们的,512749,励志民谣：一封给你温暖的信,"民谣,励志,旅行"
玫瑰王,2017-12-28,挑选一些甜蜜暖心的韩剧OST，声音暖炸，甜蜜的像糖果一样，听,1024601,暖心韩剧OST：听完有种初恋的感觉,"韩语,影视,甜蜜"
           私に闻いて风i,2017-12-19,这一期我给大家带来的是轻音乐&#160;&#160;希望米娜,1293637,太好听！让我忍不住想评论到999+の纯音,轻音乐
沈清。,2018-01-03,此歌单大多为轻柔、安静的歌，适合睡前或阅读时聆听，愿你们喜欢,813066,睡不着？送你颗来自韩国的进口催眠药,"韩语,安静,睡前"
浩克,2018-01-10,《极品飞车1-20》游戏原声全收录（除部分无版权）<br>飙,1069067,飙车必备！《极品飞车》游戏原声全收录,"背景音乐,宣泄,开车"
默笙,2018-01-08,精选慵懒电子，慵懒之意，引人入胜<br><br>听完根本不想,358918,慵懒电子：难怪男友总是推脱逛街,"英语,电子"
夜色爵士馆,2017-11-23,我们让时光稍微流淌的慢一些，以便于我们继续可以溯源而上，去听,42514,【别样爵士】白色爵士之王Frank Sinatra,"英语,爵士,跳舞"
默笙,2018-01-04,对于找音乐<br>我保持认真态度<br>将好听的音乐分享给大,883016,迷幻电子：坠入梦境中的星辰大海,"英语,电子"
达人周末,2018-01-12,【达人周末】是一档集合了站内的歌单达人们，各自为所有站内听众,846564,达人周末 | 说书人推荐的剧情歌古风 ,古风
孤独的一点点患者,2018-01-10,新青年理发厅是一支成立于2013年的独立乐队，由欧阳、发仔和,106372,借理发厅名义修理生活的新青年,"粤语,流行"
生如夏花,2018-01-03,牡丹亭外，夏花独放，为谁灯下梳红妆，经年扬州送情郎，人如梦，,632687,民谣·国风 | 红衣落尽良人不归来,"国语,民谣,伤感"
幸福的小麻花,2018-01-12,还没来得急去看这个电影，但却想做一个关于青春的歌单，我不知道,418287,在自我寻找的青春电影里《无问西东》,"国语,影视"
古典指弹大湿,2018-01-10,2018年第71届英国电影学院奖（BAFTA）获奖名单揭晓！,95590,2018年第71届英国电影学院奖获奖&提名名单,"英语,影视"
DJ顾念晨,2017-12-28,我努力强迫自己<br>不闻不听，你新的消息<br>有关你的话,11505369,致自己：学着努力强迫，余生光阴忘记你,"国语,伤感,寂寞"
还不是因为你长得不好看,2018-01-02,唉，熬夜加班太累！压力太大了！好想好好休息休息！可是请假又不,640140,熬夜加班太累！静心民谣让你轻松百倍,"国语,民谣"
叮铃铃,2017-04-20,周末午后，不妨拿出自己最近买的书，泡一杯咖啡，备一些水果和甜,230834,午后阅读，品一曲香醇Bossa Nova,"爵士,学习"
哲哲,2017-08-28,我在深圳，节奏很快的一个城市。<br>常常感觉自己与这个城市,383524,浮游时光 | 品一杯慢情调的韩系布鲁斯,"韩语,蓝调"
kuby,2018-01-04,北京下大雪了，所以送上一份来自南方人的歌单祝福。<br>另外,1220392,北京的朋友，你们冷不冷啊？,流行
吢,2016-11-19,说到背景音乐，有些人可能还不太了解。每当我们走进豪华的宾馆，,5171893,百首气势磅礴BGM：听完有种开飞碟的错觉,背景音乐
涩涩的大棕熊,2017-09-25,因为偶然在路上听到音像店播的曲子而爱上大提琴的，舒伯特的Ar,122233,混搭风Mix：当古典大提琴遇上流行乐,"睡前,流行"
霜泧,2017-08-01,大江东去，浪淘尽，千古风流人物。<br>故垒西边，人道是，三,562752,古风纯音 | 江山如画  一时多少豪杰,"轻音乐,古风"
达人周末,2018-01-05,【达人周末】是一档集合了站内的歌单达人们，各自为所有站内听众,1886592,达人周末 | 国内唱见歌手的代表作,流行
ColaMan,2018-01-08,2018年金球奖于1月7日颁奖。<br>【完整获奖名单】<b,467489,第75届电影电视金球奖获奖&提名名单,"英语,流行,影视"
胸毛少女,2017-09-07,◎非纯钢琴前奏<br>◎整张歌单收集的各类钢琴前奏优质单曲<,450642,手控福利：钢琴前奏，温柔到毫无抵抗能力,"英语,乐器"
乌龙茶,2017-08-31,童稚流行&#160;Twee&#160;Pop&#160;有,422815,「Twee pop」绝望时给我治愈的童稚流行,"英语,流行"
Lucy,2018-01-09,最近真是冬天的湿冷魔法攻击啊...连南方都急骤降温，还下暴雨,100304,魔法防御 | 降温时听这些歌比秋裤还管用！,"国语,粤语,治愈"
Kiss Me,2018-01-09,这个冬天，蓝天的色彩是我的期待，而更多的阳光，雪花成了天空的,186896,冬季恋歌：天再冷，有你一句问候足已,"流行,日语"
还不是因为你长得不好看,2018-01-09,民谣很孤独，但却很干净。现代社会的喧嚣浮华，拜金思想的侵蚀使,183402,民谣：回归本真，让心灵的船停泊靠岸,"国语,民谣"
金琳达,2018-01-10,第32届金唱片音源部门获奖名单<br>【大赏】：<br>IU,374862,韩国第32届金唱片大赏获奖&入围名单,"韩语,流行"
念安娜,2017-12-26,如果要问2017年里什么最深刻？什么最难忘？什么最让人记忆犹,699604,年度盘点丨2017原创民谣歌曲大赏,"民谣,安静,治愈"
落兮,2017-12-31,远方是宿命的刑场，流浪者的坟不与爱人合葬<br>回忆里的人太,1319777,流浪诗人：温柔的词背后也有颗炙热的心,"现场音乐,宣泄,治愈"
香港油麻地多嘢食,2017-12-27,第一次知道她们是无意中看到终极丧版《SS14》的MV，姐妹两,114066,钟舒漫&钟舒祺 | 最怪诞的姐妹默契,"粤语,流行"
DJ顾念晨,2017-12-28,还没对象？现在开始你有了！<br>女生福利，GAY佬们的福利,2585140,还没有对象？50位唱将型男友任你挑,"英语,流行"
K先生的猫,2017-12-25,不会讲粤语，但却对粤语歌非常痴迷，尤其是经典老歌。偶然间听到,659870,老歌浪漫：粤语歌中的萨克斯,"粤语,思念"
甜嗑、,2017-11-28,我很喜欢动漫很喜欢狂三由乃什造很喜欢黑化病娇我就是二次元但是,154506,日语篇|想每天被小可爱叫醒！快点这里,"日语,ACG"
DJ顾念晨,2017-07-21,“你...还好吗”<br>“......挺好的呀，离开了你以,13996918,赌一包辣条，前任听了这些歌哭成狗,"国语,伤感,情歌"
           私に闻いて风i,2017-08-15,两个黄鹂鸣翠柳，你还是没有女朋友。<br>　　雌雄双兔傍地走,4635547,赌一个女朋友 : 这99首R&B不好听算我输！,"日语,R&B"
戒掉爱情戒掉你,2017-10-31,萧和笛一直都文人骚客或者武者侠客所推崇的乐器，从古至今亦是如,769781,箫笛知音 | 玉笛暗飞声，玉箫天似水,"轻音乐,古风"
旺福,2017-06-28,人人都爱的小猪佩奇！小猪佩奇，又名粉红猪小妹（英文名：Pep,2310855,动画片《小猪佩奇》插曲,影视
LoVe,2017-12-29,最近真的是有拖延症，什么事情都要拖到最后才赶着做，但自从用了,883132,“磨”性纯电丨拖延症患者必备工作动力,"电子,学习,工作"
金琳达,2017-11-08,另类R&B（又称PB-R&B或&#160;Alt-R&B），,744218,韩系另类R&B | 邂逅于绮丽虚幻的国境,"韩语,R&B,寂寞"
winner,2017-12-19,在80年代的香港，有许多歌手都翻唱了大量的日文歌，如谭咏麟，,138342,循环不止！学友教你翻唱老牌日语歌,"粤语,日语,流行"
LoVe,2017-12-27,每一首电子都仿佛拥有生命力一般<br>封面来源：插画师鹿野原,2342347,Breathing Music丨绝对灵性的活力电子,"英语,电子"
JTY起风了,2017-12-27,2018将至，我整理出了从17年1月到12月的月榜前三名歌曲,282606,音源大佬们，给我家主儿一条生路吧！,"韩语,流行"
Mandy,2017-12-29,自学多闻的林夕，在没有皈依师父之下，自行成为佛教徒。这条学佛,553352,细嗅蔷薇 | 林夕那些蕴含佛理的歌曲,"国语,粤语,流行"
随风,2017-12-11,一说起老上海，脑袋里《花样年华》周慕云与苏丽珍吃饭的场景就出,211569,老上海约会都喜欢的复古情调,"国语,经典,约会"
默笙,2018-01-02,超长电音精选集<br><br>为您在驾驶之余增添几分色彩<b,57860,超长电音：快坐上小姐姐的修仙直通车,"电子,开车"
芥末豆豆_April Secret,2017-07-26,听说法语是世界上最好听的语言，但也是最难学的语言。法语歌那么,551528,法语入门：香根鸢尾之国的浪漫情愫,法语
当然是选择原谅她啊,2017-12-29,《恋与制作人》是一款有趣的恋爱休闲游戏。<br>游戏的舞台不,914460,玛丽苏乙女向《恋与制作人》BGM,背景音乐
爱唱歌的小小风,2017-12-29,歌名均为职业，歌曲太难找了，所以有不错的，欢迎推荐哦。封面为,203610,乱世巨星：粤语职业歌名收集,粤语
蘑菇,2017-12-25,夜，你睡了吗？<br>喜欢民谣的人灵魂上都在孤独地前行着，我,773273,睡前民谣 | 你我各有渡口，各有归舟,"国语,民谣,睡前"
默笙,2018-01-02,白天没有写完的稿，晚上再赶稿，但赶稿久了会觉得枯燥乏味，想听,1674502,小说作家深夜赶稿听的静心纯音,"轻音乐,安静,背景音乐"
蘑菇,2018-01-03,歌单100首歌精选于一百位不同的欧美男歌手，妥妥的声控福利，,913555,我们不一样！为欧美精灵男嗓盖楼999+,"英语,流行"
西斯洛弗。Lam,2017-12-24,或许粤语歌传唱度比较高的是情歌，尤其是苦情歌，但是在粤语歌在,153226,深度解读：跟爱情无关的香港生活,"粤语,流行"
夏目杏林,2018-01-06,该排行榜为官方数据，大家可以去翻一下外网。<br>部分歌曲暂,60514,第50届ORICON年度排行榜 2017,"流行,快乐"
专业补漏20年,2017-10-19,—不完全华语说唱指南—<br>1：说了是不完全，歌单里都是自,1413408,蛋堡国蛋和顽童/饶舌何处不相逢,"国语,嘻哈"
冷门单曲酱,2017-12-19,     好久前开始做的这个单，后来一直没做单，做不出来的痛,1483293,期末复习：做复变函数的舒心曲,"日语,治愈"
"Mental,",2017-10-05,这些歌都没听过？？？不要紧，现在听过了,775852,愚蠢的地球人，看我用这些歌征服你们！,"英语,流行,快乐"
还不是因为你长得不好看,2017-12-28,孤独的日子，我，无路可走，无迹可寻，不可避免的醉在悠远绵长的,1345212,伤感片段：痛饮这烈酒，从此一人走,"国语,流行,伤感"
小沐沐,2016-12-27,不知道怎么回事，朋友圈都在秀自己18岁的相片，（⊙o⊙）…<,13830129,朋友圈都在秀18岁照片，BGM是红色石头,"国语,流行,思念"
笑望.,2017-11-23,这是一张关于tf接的电视剧主题曲和广告曲<br>的歌单<br,614185,TFBOYS 唱过的电视剧&广告主题曲,"国语,流行"
winner,2018-01-04,小时候看宫崎骏的动画和电影，被精美的画面所吸引，因此喜欢上了,1560363,如果把童年再放映一遍，一定会有宫崎骏,"日语,影视"
默笙,2017-12-28,持续更新至月底<br><br>精选十二月欧美新歌曲<br><,528815,冬日燥热！十二月欧美新歌陪你跨年,"英语,流行"
秋水浮萍任飘渺,2017-12-05,民族乐器即中国的独特乐器，有着悠久，深厚的历史传统。歌唱、舞,335237,民族乐器 | 清心雅赏中华传统音乐文化,"中国传统,中国风,乐器"
bad boy,2017-11-07,我爱这个坐在我对面的女孩,100197,咖啡店邂逅：我爱这个坐在我对面的女孩,"英语,流行,安静"
阿卡琳,2017-09-11,包含了少女心的萌系电音歌单第二辑。含有大量 kawaii b,1191033,冰镇软萌音｜不能自已的Kawaii电音,"日语,ACG,电子"
           私に闻いて风i,2017-12-28,这是我很久以前的歌单&#160;我比较喜欢的中国风味，这次重,1671100,俏皮国风电音：我欲修仙 法力无边,电子
还不是因为你长得不好看,2017-12-27,偶尔一次听见了一段优美得小提琴演奏慢慢的就爱上了，深深地喜欢,63025,自从学会小提琴，追我的人排长队,"乐器,背景音乐"
Vitamin,2017-08-02,前面已经做了两张关于新世纪的歌单。请点进主页<br><br>,3571409,适合美术生画图时听的新世纪人声,新世纪
还不是因为你长得不好看,2017-12-26,有口吃真的很不好，女朋友都找不到，5555<br>自从听了嘻,318804,棒极了！嘻哈彻底治好了我的口吃,"英语,嘻哈"
Seve7n Day Rock,2017-12-24,相对来说钢琴摇滚远不如摇滚里的其他流派知名，但它却在摇滚里的,936343,Piano Rock：我们都孤独的相似！,"英语,摇滚"
JTY起风了,2017-12-26,临近期末，复习的资料一大堆。一复习就犯困，也许累了就应该歇一,768810,期末复习累了吗？听南韩爱豆给你应援,"韩语,流行"
一阵春风,2018-01-02,至尊歌曲大奖：李克勤&#160;Hacken&#160;Le,733605,2017香港年度叱咤乐坛流行榜获奖名单,"粤语,流行"
陈小苏,2017-12-06,每天最开心的时候，除了吃饭睡觉，就是洗澡的时候了。不知道从什,201748,没人跟你抢麦！适合KTV唱的日语歌,"日语,流行,治愈"
歌单狂魔,2017-12-28,2017年QQ音乐站内华语民谣收藏量排行前100的歌曲都在这,8369937,2017年度华语民谣收藏 Top 100,"国语,民谣,流行"
歌单狂魔,2017-12-27,2017年QQ音乐站内收藏量排名前100的电音热曲都在这里！,8782835,2017年度电子单曲收藏 Top 100,"英语,电子,宣泄"
三剑客,2017-08-22,整理了很久，应该涵盖了大部分国内独立音乐人的作品。其实除了大,909936,诗酒江湖：150位国内独立音乐人作品集,国语
